CMO_ID,Name,Sponsor_ID,GMP Status
CMO00501,Advanced MedTech Innovations,SP2269,Pending
CMO00502,BioTech Sciences Systems,SP5361,Revoked
CMO00503,Summit Sciences Innovations,SP1685,Conditional
CMO00504,Universal Laboratories Solutions,SP7902,Revoked
CMO00505,Precision Therapeutics International,SP6189,Revoked
CMO00506,Universal Manufacturing Inc.,SP4124,Under Evaluation
CMO00507,Summit Pharma Innovations,SP6118,Revoked
CMO00508,Premier Laboratories Solutions,SP7808,Under Evaluation
CMO00509,Precision Laboratories Technologies,SP7820,Certified
CMO00510,Premier Laboratories Systems,SP9707,Revoked
CMO00511,Integrated Solutions Ltd.,SP7505,Compliant
CMO00512,BioTech BioPharm Corp,SP5975,Provisional
CMO00513,Advanced Laboratories Corp,SP9564,Expired
CMO00514,Global Therapeutics Systems,SP4107,Certified
CMO00515,Integrated Pharma Corp,SP8862,Certified
CMO00516,Precision Pharma Partners,SP4240,Revoked
CMO00517,NextGen Pharma Solutions,SP6641,Expired
CMO00518,Universal MedTech Solutions,SP6288,Conditional
CMO00519,Summit Laboratories Partners,SP3749,Conditional
CMO00520,Precision MedTech Systems,SP0528,Provisional
CMO00521,Integrated Solutions Technologies,SP4152,Conditional
CMO00522,Integrated Pharma Partners,SP7361,Compliant
CMO00523,Integrated Laboratories Ltd.,SP7037,Conditional
CMO00524,Precision Laboratories Innovations,SP0912,Conditional
CMO00525,Global Biologics Group,SP6235,Under Evaluation
CMO00526,Alliance Therapeutics Group,SP3488,Approved
CMO00527,Advanced Biologics Solutions,SP0914,Provisional
CMO00528,Alliance Research International,SP0258,Revoked
CMO00529,Global Sciences Solutions,SP9816,Under Evaluation
CMO00530,Alliance Pharma Ltd.,SP4746,Under Evaluation
CMO00531,Summit Sciences International,SP0027,Conditional
CMO00532,Advanced Laboratories Group,SP6565,Compliant
CMO00533,NextGen Biologics Technologies,SP6108,Expired
CMO00534,BioTech Therapeutics Innovations,SP8360,Compliant
CMO00535,Advanced Laboratories International,SP1039,In Review
CMO00536,Alliance Research Systems,SP9526,Expired
CMO00537,Integrated Research Solutions,SP0507,In Review
CMO00538,Premier Biologics Innovations,SP1783,Approved
CMO00539,Alliance Solutions Innovations,SP2466,Approved
CMO00540,Alliance Sciences Group,SP2762,Approved
CMO00541,Global Biologics International,SP8616,Approved
CMO00542,NextGen MedTech Corp,SP4824,Revoked
CMO00543,Alliance Biologics Partners,SP6670,Revoked
CMO00544,Advanced MedTech International,SP0207,Under Evaluation
CMO00545,Summit MedTech Inc.,SP8354,Conditional
CMO00546,Global MedTech Group,SP8811,Under Evaluation
CMO00547,Precision Sciences Inc.,SP8247,Provisional
CMO00548,Universal Manufacturing Partners,SP3615,Expired
CMO00549,Premier MedTech Ltd.,SP6465,Provisional
CMO00550,Precision Sciences Technologies,SP7076,Revoked
CMO00551,Global Pharma Corp,SP8868,Expired
CMO00552,Precision Biologics Technologies,SP1695,Pending
CMO00553,Premier BioPharm Systems,SP1033,Provisional
CMO00554,Summit Therapeutics Ltd.,SP5097,Compliant
CMO00555,Advanced Pharma Group,SP2350,In Review
CMO00556,Summit Biologics Systems,SP5475,Revoked
CMO00557,Universal BioPharm Corp,SP7507,Revoked
CMO00558,Universal Pharma Solutions,SP1408,Under Evaluation
CMO00559,Global BioPharm Group,SP0542,Approved
CMO00560,Summit Laboratories Corp,SP0374,Under Evaluation
CMO00561,Global Therapeutics Ltd.,SP9048,Pending
CMO00562,Precision Research Group,SP9771,Under Evaluation
CMO00563,Alliance Manufacturing Solutions,SP7159,Provisional
CMO00564,Global Manufacturing International,SP9091,Compliant
CMO00565,Alliance Sciences Solutions,SP6083,Under Evaluation
CMO00566,Universal Laboratories Ltd.,SP1228,Pending
CMO00567,Advanced MedTech Systems,SP0631,Certified
CMO00568,Global Therapeutics Technologies,SP2041,Provisional
CMO00569,Premier BioPharm Solutions,SP2794,Revoked
CMO00570,Universal Therapeutics Systems,SP9413,Approved
CMO00571,Global Research Ltd.,SP3153,Certified
CMO00572,Summit BioPharm Corp,SP6638,Expired
CMO00573,Precision Pharma Systems,SP7972,Provisional
CMO00574,Alliance Manufacturing Systems,SP6035,Pending
CMO00575,Advanced Research Systems,SP8793,Under Evaluation
CMO00576,BioTech BioPharm Solutions,SP8544,Provisional
CMO00577,NextGen Laboratories Ltd.,SP2774,Approved
CMO00578,Alliance MedTech Corp,SP9449,Provisional
CMO00579,Summit Solutions Inc.,SP5180,Provisional
CMO00580,Advanced Research Technologies,SP8160,Conditional
CMO00581,Premier Therapeutics Innovations,SP8247,Certified
CMO00582,Advanced MedTech Corp,SP1076,Pending
CMO00583,Summit BioPharm Corp,SP2839,Pending
CMO00584,Premier Research Corp,SP6966,Revoked
CMO00585,NextGen Therapeutics Technologies,SP4626,Pending
CMO00586,Premier Solutions Technologies,SP7867,Revoked
CMO00587,Advanced Research International,SP8569,Approved
CMO00588,Global BioPharm International,SP3633,Revoked
CMO00589,BioTech Sciences Ltd.,SP6861,Certified
CMO00590,NextGen Sciences Innovations,SP8196,Pending
CMO00591,Premier Pharma Ltd.,SP4799,Provisional
CMO00592,Summit Biologics Group,SP6780,Compliant
CMO00593,Premier MedTech Systems,SP1147,Certified
CMO00594,Global Pharma Inc.,SP7768,In Review
CMO00595,Advanced BioPharm Group,SP5264,Certified
CMO00596,Summit Manufacturing Technologies,SP7742,Pending
CMO00597,NextGen BioPharm Partners,SP4713,Compliant
CMO00598,NextGen MedTech Solutions,SP4386,Approved
CMO00599,Integrated Solutions Partners,SP7446,Approved
CMO00600,NextGen Laboratories Solutions,SP6002,Under Evaluation
CMO00601,Alliance Solutions Solutions,SP4770,Provisional
CMO00602,BioTech Manufacturing Partners,SP3617,Compliant
CMO00603,Summit Laboratories Inc.,SP2856,Pending
CMO00604,Summit Pharma Solutions,SP8962,Conditional
CMO00605,BioTech Manufacturing Technologies,SP9620,In Review
CMO00606,Summit Manufacturing Solutions,SP5079,Compliant
CMO00607,NextGen Therapeutics Solutions,SP0610,Approved
CMO00608,Advanced Manufacturing Corp,SP8881,Compliant
CMO00609,BioTech BioPharm Inc.,SP3707,Revoked
CMO00610,Alliance Manufacturing Systems,SP4929,Conditional
CMO00611,BioTech BioPharm Partners,SP8119,Compliant
CMO00612,Summit Laboratories Inc.,SP3883,Compliant
CMO00613,Premier Pharma Solutions,SP9071,Provisional
CMO00614,NextGen Laboratories Partners,SP4714,Under Evaluation
CMO00615,Universal Laboratories Solutions,SP5334,In Review
CMO00616,Integrated Manufacturing Inc.,SP5714,Conditional
CMO00617,Advanced Biologics Technologies,SP2639,Approved
CMO00618,NextGen Therapeutics Technologies,SP2597,Revoked
CMO00619,Universal Research Inc.,SP9917,Approved
CMO00620,Precision Biologics Inc.,SP1512,Expired
CMO00621,Precision Therapeutics Group,SP4345,Pending
CMO00622,NextGen Therapeutics Innovations,SP7597,Under Evaluation
CMO00623,Universal Laboratories Solutions,SP6820,Conditional
CMO00624,Premier Therapeutics Solutions,SP8733,Certified
CMO00625,Premier BioPharm Systems,SP5248,Certified
CMO00626,Precision Sciences Systems,SP6580,Revoked
CMO00627,Global BioPharm Solutions,SP7497,Pending
CMO00628,NextGen Laboratories Innovations,SP6057,Conditional
CMO00629,Integrated Pharma Ltd.,SP0538,Conditional
CMO00630,Summit Sciences Solutions,SP4090,Compliant
CMO00631,Advanced BioPharm Solutions,SP0848,Provisional
CMO00632,Universal Pharma Partners,SP3322,Revoked
CMO00633,BioTech BioPharm Group,SP7320,Compliant
CMO00634,Precision Biologics Inc.,SP1117,Provisional
CMO00635,BioTech Manufacturing Solutions,SP5071,Certified
CMO00636,Advanced MedTech Technologies,SP0799,Revoked
CMO00637,Advanced Manufacturing Group,SP0351,Provisional
CMO00638,Global Sciences Technologies,SP9166,Provisional
CMO00639,Advanced Laboratories Partners,SP5121,Approved
CMO00640,Global BioPharm Innovations,SP0134,Approved
CMO00641,NextGen Manufacturing Systems,SP6401,Provisional
CMO00642,Integrated Therapeutics Innovations,SP3511,Under Evaluation
CMO00643,Global Sciences Innovations,SP9384,In Review
CMO00644,Premier Pharma Innovations,SP0415,Compliant
CMO00645,Premier Solutions Corp,SP4836,Revoked
CMO00646,Precision Biologics Group,SP8693,Revoked
CMO00647,Precision MedTech Technologies,SP9820,In Review
CMO00648,Premier BioPharm Corp,SP5586,Certified
CMO00649,Summit BioPharm Partners,SP7861,Approved
CMO00650,BioTech MedTech Corp,SP0372,Provisional
CMO00651,Integrated Manufacturing Solutions,SP7263,Revoked
CMO00652,BioTech BioPharm Corp,SP0361,Certified
CMO00653,Premier Biologics Inc.,SP0386,Expired
CMO00654,Alliance Research Ltd.,SP8435,Under Evaluation
CMO00655,NextGen Pharma Group,SP5393,Under Evaluation
CMO00656,Global Pharma Systems,SP9572,Under Evaluation
CMO00657,Precision Sciences Systems,SP1226,Conditional
CMO00658,NextGen Manufacturing International,SP3736,Compliant
CMO00659,NextGen Pharma Partners,SP3466,In Review
CMO00660,Universal Research Systems,SP2624,Conditional
CMO00661,Premier BioPharm International,SP9361,Conditional
CMO00662,Summit Sciences Corp,SP3087,Compliant
CMO00663,Precision Biologics Innovations,SP2847,Under Evaluation
CMO00664,Summit MedTech Corp,SP9533,Certified
CMO00665,Precision Sciences International,SP7331,Pending
CMO00666,Premier MedTech Partners,SP1145,Certified
CMO00667,Integrated Laboratories Systems,SP7105,Expired
CMO00668,Summit Therapeutics Corp,SP1447,Compliant
CMO00669,Integrated Therapeutics Solutions,SP6297,Certified
CMO00670,Advanced Manufacturing Group,SP5857,Conditional
CMO00671,Alliance Biologics Inc.,SP5541,Certified
CMO00672,NextGen Therapeutics Innovations,SP9807,Certified
CMO00673,Universal Research International,SP3773,Under Evaluation
CMO00674,Global Manufacturing Technologies,SP8120,In Review
CMO00675,Universal Sciences Inc.,SP9203,Provisional
CMO00676,Premier Research Partners,SP6109,Certified
CMO00677,NextGen Research Innovations,SP7755,Certified
CMO00678,Alliance Sciences Group,SP1877,Certified
CMO00679,Precision Pharma Technologies,SP4199,Expired
CMO00680,NextGen BioPharm International,SP6930,Expired
CMO00681,Integrated Laboratories Ltd.,SP9285,Certified
CMO00682,NextGen Pharma Corp,SP1657,Revoked
CMO00683,NextGen BioPharm Systems,SP8925,In Review
CMO00684,NextGen Sciences Solutions,SP9310,Provisional
CMO00685,BioTech Manufacturing International,SP5553,Provisional
CMO00686,Alliance Therapeutics Group,SP1485,Certified
CMO00687,Alliance Research Ltd.,SP5553,Revoked
CMO00688,Alliance Biologics Solutions,SP4223,Certified
CMO00689,Alliance Laboratories Systems,SP6263,In Review
CMO00690,BioTech Manufacturing Solutions,SP2882,Compliant
CMO00691,Summit Manufacturing Corp,SP5283,Certified
CMO00692,Precision MedTech Corp,SP3896,Pending
CMO00693,Alliance Research Partners,SP2952,Pending
CMO00694,Summit Biologics Systems,SP1232,Under Evaluation
CMO00695,Alliance Therapeutics Innovations,SP0452,Certified
CMO00696,BioTech Solutions Systems,SP5002,Under Evaluation
CMO00697,Integrated Laboratories Inc.,SP1104,Conditional
CMO00698,Integrated Biologics Technologies,SP5910,Conditional
CMO00699,Universal MedTech International,SP9003,Revoked
CMO00700,NextGen MedTech International,SP6901,Revoked
CMO00701,Alliance Manufacturing Technologies,SP4170,Certified
CMO00702,Universal Manufacturing Technologies,SP6920,Under Evaluation
CMO00703,Summit Research Inc.,SP7587,Pending
CMO00704,Universal Sciences Technologies,SP7163,Certified
CMO00705,Alliance Sciences Partners,SP8149,Certified
CMO00706,Global Biologics Corp,SP3635,Expired
CMO00707,Precision Manufacturing Group,SP9275,Pending
CMO00708,Summit Pharma Group,SP0056,Under Evaluation
CMO00709,Universal Manufacturing Inc.,SP7486,Approved
CMO00710,NextGen Biologics Innovations,SP1316,Provisional
CMO00711,Universal MedTech Ltd.,SP7643,Conditional
CMO00712,Advanced Therapeutics Technologies,SP8383,Approved
CMO00713,Global Therapeutics Ltd.,SP8151,Pending
CMO00714,Advanced Pharma International,SP7140,Pending
CMO00715,BioTech Sciences Systems,SP2179,Provisional
CMO00716,Universal Manufacturing Group,SP2635,Provisional
CMO00717,Precision Pharma Systems,SP2330,Under Evaluation
CMO00718,Summit Manufacturing International,SP9045,Revoked
CMO00719,Summit BioPharm Systems,SP5428,Compliant
CMO00720,NextGen Therapeutics Solutions,SP0511,Approved
CMO00721,BioTech Biologics Ltd.,SP0102,Approved
CMO00722,Universal MedTech Inc.,SP8553,Approved
CMO00723,Integrated Laboratories Ltd.,SP8381,Compliant
CMO00724,NextGen Laboratories Inc.,SP1008,Conditional
CMO00725,Global Therapeutics Innovations,SP5358,Conditional
CMO00726,NextGen Pharma Inc.,SP7018,Pending
CMO00727,Premier BioPharm Systems,SP8717,Approved
CMO00728,Summit Pharma Solutions,SP4548,Approved
CMO00729,Premier Pharma Ltd.,SP3038,Pending
CMO00730,Advanced Sciences Corp,SP4675,Compliant
CMO00731,Summit BioPharm Group,SP4523,In Review
CMO00732,Global Therapeutics Ltd.,SP8894,Provisional
CMO00733,Summit Pharma Technologies,SP0331,Expired
CMO00734,Premier Biologics Innovations,SP3575,Provisional
CMO00735,Global Research Innovations,SP8903,Conditional
CMO00736,Alliance Sciences Solutions,SP4300,Expired
CMO00737,Global Laboratories Innovations,SP4014,Revoked
CMO00738,Precision Biologics Inc.,SP2852,Pending
CMO00739,BioTech Biologics Ltd.,SP4472,Compliant
CMO00740,Precision Pharma Group,SP6386,Compliant
CMO00741,NextGen BioPharm Corp,SP2301,Conditional
CMO00742,Precision Therapeutics Partners,SP7615,Conditional
CMO00743,Global Biologics Technologies,SP9327,Approved
CMO00744,Precision BioPharm Inc.,SP7012,Compliant
CMO00745,Advanced MedTech Corp,SP2998,Revoked
CMO00746,BioTech Sciences International,SP9825,Compliant
CMO00747,Advanced Research Ltd.,SP6246,Compliant
CMO00748,Summit Manufacturing Solutions,SP2163,Conditional
CMO00749,Integrated Laboratories International,SP1580,Pending
CMO00750,Summit Manufacturing Systems,SP2281,Pending
CMO00751,Global Sciences International,SP4331,Provisional
CMO00752,Alliance Pharma Innovations,SP8910,Compliant
CMO00753,BioTech Solutions Innovations,SP6505,Expired
CMO00754,NextGen MedTech Partners,SP7299,Provisional
CMO00755,Universal Solutions Solutions,SP6400,Revoked
CMO00756,Summit Therapeutics Inc.,SP9598,Certified
CMO00757,Alliance BioPharm Innovations,SP7428,Certified
CMO00758,Alliance Research Partners,SP3802,Approved
CMO00759,Integrated Biologics Group,SP3271,Pending
CMO00760,Advanced Biologics Technologies,SP2032,In Review
CMO00761,Precision BioPharm Corp,SP2056,Provisional
CMO00762,Summit Pharma International,SP1242,Certified
CMO00763,Advanced Therapeutics Systems,SP7351,Expired
CMO00764,Advanced Sciences Group,SP2500,Under Evaluation
CMO00765,Premier Sciences Group,SP2576,Provisional
CMO00766,Global Pharma Group,SP5777,Certified
CMO00767,NextGen Research Partners,SP2929,Expired
CMO00768,Global Biologics International,SP9178,Certified
CMO00769,Advanced Pharma Solutions,SP3355,Certified
CMO00770,Global Laboratories Solutions,SP4805,Compliant
CMO00771,NextGen Sciences Ltd.,SP1186,Compliant
CMO00772,Integrated Manufacturing Technologies,SP2990,Pending
CMO00773,Global Pharma Inc.,SP4164,Revoked
CMO00774,Precision Manufacturing Ltd.,SP6584,Provisional
CMO00775,NextGen Manufacturing Innovations,SP2267,Revoked
CMO00776,Global Laboratories Technologies,SP6224,Expired
CMO00777,Summit Therapeutics Technologies,SP2069,Conditional
CMO00778,Universal Therapeutics Group,SP2208,Pending
CMO00779,Global Pharma Systems,SP6487,Under Evaluation
CMO00780,Integrated Pharma Group,SP3124,In Review
CMO00781,Alliance Manufacturing Technologies,SP4776,Pending
CMO00782,Integrated Solutions Group,SP0189,Expired
CMO00783,Precision Manufacturing Solutions,SP3508,In Review
CMO00784,Global Solutions Inc.,SP5761,Revoked
CMO00785,Premier Manufacturing Technologies,SP4187,Pending
CMO00786,Advanced Biologics Technologies,SP7176,Expired
CMO00787,NextGen Pharma Systems,SP1406,In Review
CMO00788,Advanced BioPharm Group,SP4349,Pending
CMO00789,Advanced Pharma Ltd.,SP1855,Revoked
CMO00790,Precision BioPharm Partners,SP2584,Pending
CMO00791,Advanced Biologics Inc.,SP3613,Under Evaluation
CMO00792,Premier BioPharm Partners,SP8497,Expired
CMO00793,Alliance Research Inc.,SP6099,Certified
CMO00794,Integrated Laboratories International,SP1733,Under Evaluation
CMO00795,Global Biologics Systems,SP8955,Approved
CMO00796,Advanced MedTech International,SP6299,Provisional
CMO00797,NextGen Therapeutics Technologies,SP3698,Expired
CMO00798,Premier Biologics Solutions,SP6122,Expired
CMO00799,Universal Biologics Corp,SP5185,Provisional
CMO00800,Advanced Therapeutics International,SP0367,Expired
CMO00801,Precision Manufacturing Inc.,SP8280,Conditional
CMO00802,Universal Solutions Ltd.,SP6573,Conditional
CMO00803,BioTech Sciences Ltd.,SP6512,Pending
CMO00804,Alliance Laboratories Solutions,SP0025,Under Evaluation
CMO00805,Alliance Laboratories Systems,SP8386,Conditional
CMO00806,Advanced Laboratories Systems,SP6271,Certified
CMO00807,Precision Solutions Systems,SP4964,Compliant
CMO00808,BioTech MedTech Innovations,SP5166,Expired
CMO00809,Universal Solutions Inc.,SP9910,Conditional
CMO00810,Universal Biologics Innovations,SP4810,Pending
CMO00811,Integrated Biologics Group,SP2848,Conditional
CMO00812,Global Sciences Systems,SP1323,Certified
CMO00813,Global Solutions International,SP0299,Conditional
CMO00814,Integrated Laboratories Corp,SP7212,Revoked
CMO00815,Precision Biologics Corp,SP3742,Provisional
CMO00816,Premier Pharma Partners,SP9075,Approved
CMO00817,Integrated Laboratories Systems,SP1073,Revoked
CMO00818,Alliance Biologics International,SP8880,Conditional
CMO00819,Alliance Manufacturing International,SP9855,In Review
CMO00820,Universal Pharma Partners,SP7697,Pending
CMO00821,Alliance Manufacturing Corp,SP2549,Pending
CMO00822,Universal Therapeutics Innovations,SP5205,In Review
CMO00823,Precision Research Partners,SP4633,Expired
CMO00824,Precision Biologics Ltd.,SP8563,Conditional
CMO00825,Universal Laboratories Ltd.,SP0928,Certified
CMO00826,Advanced Research Systems,SP3524,Conditional
CMO00827,NextGen Biologics International,SP8736,In Review
CMO00828,Integrated Laboratories Systems,SP0284,Expired
CMO00829,Global BioPharm Inc.,SP3578,Under Evaluation
CMO00830,Universal Laboratories Group,SP4891,Provisional
CMO00831,BioTech Sciences Ltd.,SP3086,Conditional
CMO00832,NextGen Research Group,SP1365,Under Evaluation
CMO00833,Integrated Pharma Technologies,SP1653,Expired
CMO00834,Universal Research Systems,SP3414,Provisional
CMO00835,Premier Pharma Group,SP4410,In Review
CMO00836,NextGen BioPharm Ltd.,SP3370,Expired
CMO00837,Integrated Solutions Inc.,SP5605,Revoked
CMO00838,Summit MedTech Inc.,SP4383,Compliant
CMO00839,Global Solutions Innovations,SP9657,Expired
CMO00840,Integrated Pharma Ltd.,SP3535,Under Evaluation
CMO00841,Integrated Pharma Ltd.,SP0947,Provisional
CMO00842,Summit Biologics Solutions,SP7136,Conditional
CMO00843,Universal Therapeutics Ltd.,SP7976,Conditional
CMO00844,Alliance Solutions International,SP6570,Certified
CMO00845,NextGen Laboratories Inc.,SP6012,Expired
CMO00846,Summit Sciences Ltd.,SP6269,Under Evaluation
CMO00847,Integrated Manufacturing Systems,SP3476,Pending
CMO00848,Global BioPharm Systems,SP2209,Certified
CMO00849,Summit Laboratories International,SP5991,Expired
CMO00850,NextGen Research Inc.,SP0118,Under Evaluation
CMO00851,Universal Laboratories Technologies,SP5244,Expired
CMO00852,Integrated Biologics Partners,SP0246,In Review
CMO00853,BioTech BioPharm Ltd.,SP7483,Provisional
CMO00854,Integrated Laboratories Systems,SP6575,Compliant
CMO00855,Integrated Pharma Corp,SP1107,Expired
CMO00856,Precision Manufacturing Inc.,SP2050,Pending
CMO00857,BioTech Sciences Inc.,SP8226,Revoked
CMO00858,BioTech Manufacturing Ltd.,SP1082,Pending
CMO00859,Integrated Pharma Technologies,SP8134,Approved
CMO00860,BioTech Pharma Partners,SP4062,Pending
CMO00861,Premier MedTech Group,SP3408,In Review
CMO00862,Advanced Biologics Group,SP5464,Pending
CMO00863,Summit MedTech Technologies,SP5618,Compliant
CMO00864,Global Laboratories Ltd.,SP2788,Under Evaluation
CMO00865,Alliance Therapeutics Solutions,SP0672,Approved
CMO00866,BioTech Sciences Inc.,SP7484,Approved
CMO00867,Integrated Solutions Ltd.,SP9774,Revoked
CMO00868,Integrated Manufacturing Solutions,SP5591,Expired
CMO00869,Global Pharma Ltd.,SP1184,Pending
CMO00870,Advanced Biologics Innovations,SP3180,Expired
CMO00871,Advanced Solutions Technologies,SP2660,In Review
CMO00872,NextGen Biologics Solutions,SP3012,Compliant
CMO00873,Alliance Pharma Systems,SP1888,Revoked
CMO00874,Premier Biologics Corp,SP8628,Revoked
CMO00875,NextGen Biologics Corp,SP3209,Compliant
CMO00876,Universal Therapeutics Corp,SP2517,Approved
CMO00877,Integrated Research Ltd.,SP7735,Compliant
CMO00878,Premier Research Technologies,SP5035,Compliant
CMO00879,Universal Manufacturing International,SP6913,Conditional
CMO00880,Universal Laboratories Ltd.,SP2556,Revoked
CMO00881,Premier Therapeutics Systems,SP8802,Provisional
CMO00882,Integrated Pharma Ltd.,SP0998,Conditional
CMO00883,NextGen Laboratories Corp,SP2764,Conditional
CMO00884,NextGen Manufacturing Group,SP5795,Approved
CMO00885,Universal Therapeutics Ltd.,SP4230,Revoked
CMO00886,Alliance Biologics Systems,SP6280,Pending
CMO00887,Premier Pharma Solutions,SP0695,Certified
CMO00888,Global Solutions Systems,SP3889,Approved
CMO00889,Global Laboratories Innovations,SP9599,Provisional
CMO00890,Summit Pharma Innovations,SP8773,Revoked
CMO00891,Integrated Pharma Innovations,SP6467,Conditional
CMO00892,Global Sciences Ltd.,SP5123,Conditional
CMO00893,Alliance Biologics Technologies,SP5777,Revoked
CMO00894,Advanced MedTech Innovations,SP4561,Approved
CMO00895,Alliance Research Systems,SP3493,Compliant
CMO00896,Global Therapeutics Solutions,SP0561,Certified
CMO00897,Universal Laboratories Technologies,SP8575,Conditional
CMO00898,Advanced Sciences Solutions,SP2135,Revoked
CMO00899,Universal Manufacturing Partners,SP3210,Provisional
CMO00900,Global Biologics Corp,SP9522,In Review
CMO00901,Precision Therapeutics Systems,SP5083,Expired
CMO00902,Precision Pharma Inc.,SP0912,Approved
CMO00903,NextGen Therapeutics Inc.,SP4465,Compliant
CMO00904,NextGen Biologics Systems,SP4035,Compliant
CMO00905,Integrated BioPharm Innovations,SP3667,Compliant
CMO00906,BioTech Laboratories International,SP0864,Approved
CMO00907,Universal Therapeutics Group,SP8571,Provisional
CMO00908,NextGen Manufacturing Solutions,SP7147,Revoked
CMO00909,Integrated Solutions Corp,SP5021,Expired
CMO00910,Premier Research International,SP9537,Pending
CMO00911,Advanced Manufacturing Corp,SP6958,In Review
CMO00912,Advanced MedTech Innovations,SP0617,Approved
CMO00913,Premier Therapeutics International,SP0743,Expired
CMO00914,NextGen BioPharm Innovations,SP5029,Compliant
CMO00915,Global Manufacturing Solutions,SP2690,Revoked
CMO00916,Precision Pharma Ltd.,SP8475,In Review
CMO00917,NextGen Biologics Ltd.,SP4076,Certified
CMO00918,NextGen MedTech Solutions,SP2022,In Review
CMO00919,Global Biologics International,SP4244,Approved
CMO00920,NextGen BioPharm Innovations,SP5539,Pending
CMO00921,Premier Manufacturing Ltd.,SP6969,Certified
CMO00922,Alliance Biologics Corp,SP8544,Expired
CMO00923,Advanced Biologics Technologies,SP3606,Certified
CMO00924,Global Manufacturing International,SP6904,Under Evaluation
CMO00925,Premier Research Technologies,SP5381,Expired
CMO00926,Universal Solutions Technologies,SP6212,Approved
CMO00927,Universal Research Group,SP3936,Provisional
CMO00928,Advanced Research Systems,SP3666,Expired
CMO00929,Precision MedTech Ltd.,SP9174,Provisional
CMO00930,Integrated Pharma Technologies,SP9017,Under Evaluation
CMO00931,Advanced Biologics Ltd.,SP9148,Expired
CMO00932,Summit Biologics Group,SP3586,Under Evaluation
CMO00933,Precision Manufacturing Corp,SP0768,Expired
CMO00934,Integrated BioPharm Solutions,SP7648,In Review
CMO00935,Precision Therapeutics Systems,SP9424,In Review
CMO00936,Alliance Biologics Technologies,SP7674,In Review
CMO00937,Alliance MedTech Group,SP7329,Compliant
CMO00938,Summit Laboratories Group,SP5914,Revoked
CMO00939,Advanced Manufacturing Innovations,SP1310,Pending
CMO00940,Universal Sciences Corp,SP7137,Pending
CMO00941,BioTech Sciences Solutions,SP2847,Certified
CMO00942,NextGen Solutions Systems,SP0276,Pending
CMO00943,Advanced Manufacturing Innovations,SP3819,Provisional
CMO00944,Precision Biologics Systems,SP6756,Pending
CMO00945,NextGen Pharma Inc.,SP7380,Expired
CMO00946,Precision Biologics Inc.,SP5798,Under Evaluation
CMO00947,Precision Sciences Ltd.,SP9086,Pending
CMO00948,NextGen Sciences Partners,SP9588,Conditional
CMO00949,Global BioPharm Inc.,SP0535,Revoked
CMO00950,Precision Pharma International,SP3012,Compliant
CMO00951,Integrated Solutions Corp,SP2817,In Review
CMO00952,Global BioPharm Corp,SP9610,Conditional
CMO00953,Alliance Research Partners,SP6525,Provisional
CMO00954,BioTech MedTech Systems,SP0712,Under Evaluation
CMO00955,Premier Biologics International,SP2562,In Review
CMO00956,Precision Manufacturing Partners,SP4115,Compliant
CMO00957,Premier MedTech Innovations,SP6889,Expired
CMO00958,BioTech Research Inc.,SP8270,Pending
CMO00959,Premier Biologics Group,SP5931,Approved
CMO00960,Summit BioPharm Group,SP2563,Pending
CMO00961,Global Pharma Systems,SP3008,Expired
CMO00962,Precision Therapeutics Systems,SP5766,In Review
CMO00963,BioTech Solutions Systems,SP3423,Pending
CMO00964,Alliance Research Innovations,SP0737,Conditional
CMO00965,Advanced Therapeutics Group,SP2675,Pending
CMO00966,Premier Therapeutics Technologies,SP3634,In Review
CMO00967,Alliance MedTech Technologies,SP4635,Expired
CMO00968,BioTech Manufacturing Inc.,SP0462,Pending
CMO00969,Integrated Research Inc.,SP7221,Certified
CMO00970,Premier Research Ltd.,SP9366,Expired
CMO00971,NextGen Biologics Partners,SP8256,In Review
CMO00972,Summit Solutions Ltd.,SP3844,Under Evaluation
CMO00973,BioTech Biologics Systems,SP1653,Revoked
CMO00974,Integrated Biologics Group,SP5413,Under Evaluation
CMO00975,BioTech Solutions Ltd.,SP4792,Under Evaluation
CMO00976,Precision BioPharm Innovations,SP8285,Under Evaluation
CMO00977,NextGen Manufacturing Group,SP7128,Pending
CMO00978,Premier Sciences International,SP5196,Conditional
CMO00979,BioTech Laboratories International,SP6168,Provisional
CMO00980,NextGen MedTech Technologies,SP4263,Conditional
CMO00981,NextGen Biologics Technologies,SP6486,Approved
CMO00982,Global Pharma Corp,SP1133,Conditional
CMO00983,Integrated Laboratories Inc.,SP4242,Approved
CMO00984,Precision Research Solutions,SP4219,Approved
CMO00985,Universal Pharma Innovations,SP1997,Revoked
CMO00986,Precision Manufacturing Group,SP1352,In Review
CMO00987,BioTech Research Ltd.,SP8697,Certified
CMO00988,Summit Laboratories Solutions,SP9463,Certified
CMO00989,Universal Biologics Systems,SP2893,Conditional
CMO00990,Precision Biologics Innovations,SP0318,Conditional
CMO00991,Summit MedTech Group,SP6919,Pending
CMO00992,Advanced Laboratories Group,SP4514,Provisional
CMO00993,Precision Sciences Systems,SP5567,Pending
CMO00994,Precision Biologics Technologies,SP7382,In Review
CMO00995,Summit Sciences Innovations,SP3480,Approved
CMO00996,Summit Sciences Technologies,SP3170,In Review
CMO00997,Global Research Partners,SP8514,Under Evaluation
CMO00998,BioTech Laboratories International,SP3151,Approved
CMO00999,Universal Research Corp,SP0931,In Review
